latitude,longitude,Order,Category,name,City,Address,latitude,longitude,Website,Contact,Email,Description
17.104709,48.154782,87,центри інтеграції,Тененет Центр для дітей та родин,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk," Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
20.591662,48.94436,79,центри інтеграції,Тененет Центр для дітей та родин,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
18.741737,49.22553,86,центри інтеграції,Тененет Центр для дітей та родин,Žilina,"Štúrova 10, 010 01 Žilina",18.741737,49.22553,https://www.facebook.com/UAdomZA,421951870383,UAdomZA@gmail.com,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
17.104709,48.154782,36,центри інтеграції,Blue Dot Bratislava,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,,421901720099,,"Інтеграційний та інформаційний центр для українських родин з дітьми створений ЮНІСЕФ та УНХКР. Його основним завданням є створення безпечного місця для відпочинку та набуття нових сил, а також надання професійної психологічної, педагогічної, соціальної та медичної допомоги всім, хто знаходиться на втеці від війни та належить до значно зневірених чи загрожених груп."
21.244211,48.716642,34,центри інтеграції,Blue Dot Košice,Košice,"Staničná 9, Košice",21.244211,48.716642,https://www.facebook.com/groups/bluedotkosice/?paipv=0&eav=AfapOFHHT9TUXNxuwWazSRQl4_zmN-Gulk2PsVqRB53ePqeRvcZOoZfgqBo13XWlQCk&_rdr,421910941991,,"Інтеграційний та інформаційний центр для українських родин з дітьми створений ЮНІСЕФ та УНХКР. Його основним завданням є створення безпечного місця для відпочинку та набуття нових сил, а також надання професійної психологічної, педагогічної, соціальної та медичної допомоги всім, хто знаходиться на втеці від війни та належить до значно зневірених чи загрожених груп."
21.249957,48.725036,33,центри інтеграції,Інтеграційний центр Кошицького краю,Košice,"Strojárenská 3, Košice",21.249957,48.725036,https://www.ukraineslovakia.sk/sk/services/p7779/,0800 222 550,ic@nadaciadedo.sk,"Консультації з питань освіти, працевлаштування, права та комунікації з органами влади."
18.09004,48.313537,60,центри інтеграції,COMIN,Nitra,"Cintorínska 5, Nitra, 2. poschodie.",18.09004,48.313537,"https://nitra.sk/comin-najdete-na-novej-adresu/#:~:text=COMIN%20je%20kontaktn%C3%BDm%20miestom%20pre,Cintor%C3%ADnska%205%2C%20Nitra%2C%202.",,,"COMIN є контактним пунктом для всіх іноземців,
які прибувають і проживають у Нітрі."
21.921355,48.754548,35,центри інтеграції,Blue Dot Michalovce,Michalovce,"Mestská športová hala, 26. novembra, 071 01 Michalovce-Stráňany",21.921355,48.754548,https://www.facebook.com/groups/bluedotmichalovce/,,,"Інтеграційний та інформаційний центр для українських родин з дітьми створений ЮНІСЕФ та УНХКР. Його основним завданням є створення безпечного місця для відпочинку та набуття нових сил, а також надання професійної психологічної, педагогічної, соціальної та медичної допомоги всім, хто знаходиться на втеці від війни та належить до значно зневірених чи загрожених груп."
18.927342,49.07822,43,Школа,Туриць для дітей,Martin,"Matúša Dulu 4924, Martin",18.927342,49.07822,https://www.turiecpredeti.sk/,421911211330,info@turiecpredeti.sk,"Громадська організація, яка супроводжує батьків у догляді за дітьми в регіоні, шляхом картування подій та послуг (вільний час, школа, лікар, тощо)."
17.122071,48.14944,91,Школа,Національний інститут освіти та молоді,Bratislava,Ševčenkova 11 850 05 Bratislava,17.122071,48.14944,www.nivam.sk/podpora-cudzincov,,www.nivam.sk/podpora-cudzincov," Координатори у восьми регіональних містах Словаччини працюють з українськими сім'ями та навчальними закладами, щоб допомогти особливим дітям з України з легкістю записатися та інтегруватися в словацьких дитячих садках та школах (забезпечення перекладу, психологів тощо)."
18.088413,48.317154,93,Школа,Національний інститут освіти та молоді,Nitra,"Cabajská 6, 949 01 Nitra",18.088413,48.317154,www.nivam.sk/podpora-cudzincov,,www.nivam.sk/podpora-cudzincov," Координатори у восьми регіональних містах Словаччини працюють з українськими сім'ями та навчальними закладами, щоб допомогти особливим дітям з України з легкістю записатися та інтегруватися в словацьких дитячих садках та школах (забезпечення перекладу, психологів тощо). "
17.60383,48.368101,94,Школа,Національний інститут освіти та молоді,Trnava,"Lomonosovova 2797/6, 91708 Trnava",17.60383,48.368101,www.nivam.sk/podpora-cudzincov,,www.nivam.sk/podpora-cudzincov," Координатори у восьми регіональних містах Словаччини працюють з українськими сім'ями та навчальними закладами, щоб допомогти особливим дітям з України з легкістю записатися та інтегруватися в словацьких дитячих садках та школах (забезпечення перекладу, психологів тощо)."
21.251795,48.719235,89,Школа,Національний інститут освіти та молоді,Košice,"Južná trieda 10, 04001 Košice",21.251795,48.719235,www.nivam.sk/podpora-cudzincov,,www.nivam.sk/podpora-cudzincov,"Координатори у восьми регіональних містах Словаччини працюють з українськими сім'ями та навчальними закладами, щоб допомогти особливим дітям з України з легкістю записатися та інтегруватися в словацьких дитячих садках та школах (забезпечення перекладу, психологів тощо)."
19.149017,48.741287,90,Школа,Національний інститут освіти та молоді,Banská Bystrica,"Horná 97, 97401 Banská Bystrica",19.149017,48.741287,www.nivam.sk/podpora-cudzincov,,www.nivam.sk/podpora-cudzincov,"Координатори у восьми регіональних містах Словаччини працюють з українськими сім'ями та навчальними закладами, щоб допомогти особливим дітям з України з легкістю записатися та інтегруватися в словацьких дитячих садках та школах (забезпечення перекладу, психологів тощо)."
18.044609,48.892371,96,Школа,Національний інститут освіти та молоді,Trenčín,"Pod Sokolicami 14, 91101 Trenčín",18.044609,48.892371,www.nivam.sk/podpora-cudzincov,,www.nivam.sk/podpora-cudzincov,"Координатори у восьми регіональних містах Словаччини працюють з українськими сім'ями та навчальними закладами, щоб допомогти особливим дітям з України з легкістю записатися та інтегруватися в словацьких дитячих садках та школах (забезпечення перекладу, психологів тощо)."
21.237508,49.000946,95,Школа,Національний інститут освіти та молоді,Prešov,"Ul. T. Ševčenka 11, 08020 Prešov",21.237508,49.000946,www.nivam.sk/podpora-cudzincov,,www.nivam.sk/podpora-cudzincov,"Координатори у восьми регіональних містах Словаччини працюють з українськими сім'ями та навчальними закладами, щоб допомогти особливим дітям з України з легкістю записатися та інтегруватися в словацьких дитячих садках та школах (забезпечення перекладу, психологів тощо)."
18.716684,49.239014,92,Школа,Національний інститут освіти та молоді,Žilina,"Veľká Okružná 24, 01001 Žilina",18.716684,49.239014,www.nivam.sk/podpora-cudzincov,,www.nivam.sk/podpora-cudzincov,"Координатори у восьми регіональних містах Словаччини працюють з українськими сім'ями та навчальними закладами, щоб допомогти особливим дітям з України з легкістю записатися та інтегруватися в словацьких дитячих садках та школах (забезпечення перекладу, психологів тощо)."
